STORE_NO,COST_CENTER_NAME,POS_TERM_NO,STATUS_CODE,DAD,MAX_TRAN_DT,TRAN_NO_LAST
3234,CARROLL,15477,1,'01-08-07,1-Aug-18,78751
3235,BURLINGTON,14643,1,'01-08-45,1-Aug-18,31014
3235,BURLINGTON,16255,1,'01-08-45,1-Aug-18,27591
3236,NORTH PLATTE,11321,1,'01-08-23,1-Aug-18,81668
3236,NORTH PLATTE,13347,1,'01-08-23,1-Aug-18,40014
3237,ROCHESTER-MAIN,10856,1,'01-08-09,1-Aug-18,97306
3237,ROCHESTER-MAIN,12779,1,'01-08-09,1-Aug-18,25200
3238,IRON MOUNTAIN,14655,1,'01-03-10,1-Aug-18,54333
3238,IRON MOUNTAIN,15478,1,'01-03-10,1-Aug-18,82462
3239,WATERTOWN,11343,1,'01-08-34,1-Aug-18,51715
3239,WATERTOWN,20011,1,'01-08-34,1-Aug-18,97975
3240,ABERDEEN,11349,1,'01-08-34,1-Aug-18,99307
3240,ABERDEEN,15480,1,'01-08-34,1-Aug-18,82930
3241,BETTENDORF,14660,1,'01-08-45,1-Aug-18,44268
3241,BETTENDORF,15090,1,'01-08-45,1-Aug-18,98594
3242,WINONA,10861,1,'01-08-45,1-Aug-18,74313
3242,WINONA,14339,1,'01-08-45,1-Aug-18,49904
3243,LONG LAKE,14773,1,'01-08-16,1-Aug-18,73540
3243,LONG LAKE,14817,1,'01-08-16,1-Aug-18,63983
3244,HUDSON,14895,1,'01-08-16,1-Aug-18,9073
3244,HUDSON,14917,1,'01-08-16,1-Aug-18,5487
3245,WASHINGTON,14851,1,'04-08-26,1-Aug-18,53983
3245,WASHINGTON,14865,1,'04-08-26,30-Jul-18,2618
3246,MARION,14905,1,'01-06-22,1-Aug-18,96333
3246,MARION,15481,1,'01-06-22,1-Aug-18,47329
3247,SHELBYVILLE,14938,1,'01-06-13,1-Aug-18,62781
3247,SHELBYVILLE,14953,1,'01-06-13,1-Aug-18,68803
3249,WENTZVILLE,14972,1,'01-06-71,1-Aug-18,12777
3249,WENTZVILLE,14995,1,'01-06-71,1-Aug-18,22827
3250,LINCOLN-COMMERCIAL,14932,1,'01-08-23,1-Aug-18,24628
3250,LINCOLN-COMMERCIAL,14947,1,'01-08-23,1-Aug-18,80693
3251,OMAHA-COMMERCIAL,14933,1,'01-08-23,1-Aug-18,95329
3251,OMAHA-COMMERCIAL,14943,1,'01-08-23,1-Aug-18,29848
3252,SHAWANO,15060,1,'01-03-10,1-Aug-18,78722
3252,SHAWANO,15076,1,'01-03-10,1-Aug-18,34796
3253,LAKEVILLE,15791,1,'01-08-16,1-Aug-18,171
3253,LAKEVILLE,16062,1,'01-08-16,1-Aug-18,22246
3254,BETTENDORF F/C CTR,15010,1,'01-08-49,1-Aug-18,88809
3255,ROUND LAKE BEACH,15267,1,'01-03-26,1-Aug-18,33538
3255,ROUND LAKE BEACH,15354,1,'01-03-26,1-Aug-18,83166
3256,SPRINGFIELD-NORTH,15277,1,'01-03-73,1-Aug-18,83938
3256,SPRINGFIELD-NORTH,15346,1,'01-03-73,1-Aug-18,35873
3257,EVANSVILLE-WEST,15334,1,'01-06-22,1-Aug-18,8090
3257,EVANSVILLE-WEST,15386,1,'01-06-22,1-Aug-18,39178
3258,ALBERTVILLE,15335,1,'01-08-16,1-Aug-18,72820
3258,ALBERTVILLE,15358,1,'01-08-16,1-Aug-18,79637
3259,OCONOMOWOC,15266,1,'01-03-20,1-Aug-18,25460
3259,OCONOMOWOC,15348,1,'01-03-20,1-Aug-18,33908
3260,DYER,15520,1,'01-03-26,1-Aug-18,88732
3260,DYER,15789,1,'01-03-26,1-Aug-18,5943
3261,FOREST LAKE,16289,1,'01-08-16,1-Aug-18,72869
3261,FOREST LAKE,16343,1,'01-08-16,1-Aug-18,99131
3262,PLAINFIELD,15303,1,'01-03-26,1-Aug-18,58025
3262,PLAINFIELD,15355,1,'01-03-26,1-Aug-18,99755
3263,DECATUR F/C CTR,15274,1,'01-08-49,1-Aug-18,41792
3263,DECATUR F/C CTR,15338,1,'01-08-49,1-Aug-18,87285
3264,HARRISONVILLE,15332,1,'04-08-08,1-Aug-18,90670
3264,HARRISONVILLE,15359,1,'04-08-08,1-Aug-18,82944
3265,FRANKFORT-MOKENA,16426,1,'01-03-26,1-Aug-18,45491
3265,FRANKFORT-MOKENA,16444,1,'01-03-26,1-Aug-18,86563
3266,ST CHARLES,16337,1,'01-03-26,1-Aug-18,87864
3266,ST CHARLES,16358,1,'01-03-26,1-Aug-18,68381
3267,PEORIA-ROCKWOOD,16096,1,'01-03-11,1-Aug-18,79830
3267,PEORIA-ROCKWOOD,16118,1,'01-03-11,1-Aug-18,88767
3268,GREEN BAY-EAST,10438,1,'01-03-10,1-Aug-18,22756
3268,GREEN BAY-EAST,13718,1,'01-03-10,1-Aug-18,57614
3269,LAKE ZURICH,16085,1,'01-03-26,1-Aug-18,94881
3269,LAKE ZURICH,16114,1,'01-03-26,1-Aug-18,1421
3270,PLAINFIELD-NORTH,16338,1,'01-03-26,1-Aug-18,75636
3270,PLAINFIELD-NORTH,16360,1,'01-03-26,1-Aug-18,41681
3271,ALBERT LEA,16149,1,'01-08-09,1-Aug-18,53097
3271,ALBERT LEA,16182,1,'01-08-09,1-Aug-18,62594
3272,WOODBURY,16772,1,'01-08-16,1-Aug-18,17737
3272,WOODBURY,16825,1,'01-08-16,1-Aug-18,30025
3273,ALTOONA,16846,1,'01-08-07,1-Aug-18,60648
3273,ALTOONA,16901,1,'01-08-07,1-Aug-18,99110
3274,OTTAWA,16058,1,'01-03-11,1-Aug-18,22384
3274,OTTAWA,16115,1,'01-03-11,1-Aug-18,80430
3275,SIOUX CITY-MAIN,11319,1,'01-08-23,1-Aug-18,73339
3275,SIOUX CITY-MAIN,15296,1,'01-08-23,1-Aug-18,75439
3276,NEWBURGH,15521,1,'01-06-22,1-Aug-18,1691
3276,NEWBURGH,16063,1,'01-06-22,1-Aug-18,62737
3277,JACKSON HOLE,16059,1,'01-02-72,1-Aug-18,52694
3277,JACKSON HOLE,16111,1,'01-02-72,1-Aug-18,35375
3278,MUKWONAGO,16270,1,'01-03-20,1-Aug-18,95365
3278,MUKWONAGO,16329,1,'01-03-20,1-Aug-18,80650
3279,OAK CREEK,16988,1,'01-03-20,1-Aug-18,86536
3279,OAK CREEK,17000,1,'01-03-20,1-Aug-18,96637
3280,NORTH LIBERTY,15522,1,'01-08-07,1-Aug-18,90049
3280,NORTH LIBERTY,16402,1,'01-08-07,1-Aug-18,57034
3281,COLUMBIA F/C CTR,16269,1,'04-08-70,1-Aug-18,75625
3282,OMAHA-Q ST,16434,1,'01-08-23,1-Aug-18,53119
3282,OMAHA-Q ST,16649,1,'01-08-23,1-Aug-18,15590
3283,MT PLEASANT,16318,1,'03-01-12,1-Aug-18,63337
3283,MT PLEASANT,16400,1,'03-01-12,1-Aug-18,62889
3284,AVID MASS CC,20750,9,'06-09-91,1-Aug-18,3720
3285,FORT ATKINSON,17077,1,'01-03-20,1-Aug-18,68816
3285,FORT ATKINSON,17189,1,'01-03-20,1-Aug-18,41881
3286,OLATHE-WEST VILLAGE,19891,1,'04-08-08,1-Aug-18,90812
3286,OLATHE-WEST VILLAGE,19970,1,'04-08-08,1-Aug-18,73851
3287,PORTAGE,17017,1,'01-03-26,1-Aug-18,80239
3287,PORTAGE,17046,1,'01-03-26,1-Aug-18,8189
3288,WAUKEE,17476,1,'01-08-07,1-Aug-18,98643
3288,WAUKEE,17542,1,'01-08-07,1-Aug-18,76671
3289,SUN PRAIRIE,17170,1,'01-03-37,1-Aug-18,36063
3289,SUN PRAIRIE,17183,1,'01-03-37,1-Aug-18,85295
3290,MAPLE GROVE,17087,1,'01-08-16,1-Aug-18,20295
3290,MAPLE GROVE,17118,1,'01-08-16,1-Aug-18,75870
3291,STURGEON BAY,16909,1,'01-03-10,1-Aug-18,50918
3291,STURGEON BAY,16934,1,'01-03-10,1-Aug-18,75780
3292,ESCANABA,10436,1,'01-03-10,1-Aug-18,90153
3292,ESCANABA,15482,1,'01-03-10,1-Aug-18,73620
3293,SOUTH ELGIN,18242,1,'01-03-26,1-Aug-18,91841
3293,SOUTH ELGIN,18295,1,'01-03-26,1-Aug-18,36679
3294,BELVIDERE,17379,1,'01-03-37,1-Aug-18,51382
3294,BELVIDERE,17516,1,'01-03-37,1-Aug-18,39855
3295,GRAFTON,17066,1,'01-03-20,1-Aug-18,59818
3295,GRAFTON,17078,1,'01-03-20,1-Aug-18,60852
3296,BLAINE,16881,1,'01-08-16,1-Aug-18,31182
3296,BLAINE,16924,1,'01-08-16,1-Aug-18,95995
3297,GLEN CARBON,17520,1,'01-06-71,1-Aug-18,78079
3297,GLEN CARBON,17614,1,'01-06-71,1-Aug-18,50343
3298,WILLMAR,11342,1,'01-08-09,1-Aug-18,59454
3298,WILLMAR,13218,1,'01-08-09,1-Aug-18,24342
3299,EUREKA,17778,1,'01-06-71,1-Aug-18,66011
3299,EUREKA,17843,1,'01-06-71,1-Aug-18,63762
3300,DUNWOODY,15535,1,'03-02-02,1-Aug-18,11781
3300,DUNWOODY,15803,1,'03-02-02,1-Aug-18,71886
3302,WHEATON,15536,1,'02-02-76,1-Aug-18,71288
3302,WHEATON,15804,1,'02-02-76,1-Aug-18,64160
3302,WHEATON,16031,1,'02-02-76,1-Aug-18,42629
3303,WILLIAMSBURG-LIGHTFOOT,15537,1,'02-02-40,1-Aug-18,29938
3303,WILLIAMSBURG-LIGHTFOOT,15805,1,'02-02-40,1-Aug-18,38187
3304,NORTH ARLINGTON,15538,1,'02-02-76,1-Aug-18,27708
3304,NORTH ARLINGTON,15806,1,'02-02-76,1-Aug-18,52608
3305,GRAND RAPIDS,17527,1,'01-08-09,1-Aug-18,62581
3305,GRAND RAPIDS,17608,1,'01-08-09,1-Aug-18,17021
3306,BAILEY'S CROSSROADS,15539,1,'02-02-76,1-Aug-18,81323
3306,BAILEY'S CROSSROADS,15807,1,'02-02-76,1-Aug-18,17633
3307,FORESTVILLE,15540,1,'02-02-76,1-Aug-18,87906
3307,FORESTVILLE,15808,1,'02-02-76,1-Aug-18,215
3308,VIENNA,15541,1,'02-02-76,1-Aug-18,52478
3308,VIENNA,15809,1,'02-02-76,1-Aug-18,95932
3310,MANASSAS,15543,1,'02-02-76,1-Aug-18,98360
3310,MANASSAS,15811,1,'02-02-76,1-Aug-18,40934
3311,OXON HILL,15544,1,'02-02-76,1-Aug-18,8342
3311,OXON HILL,15812,1,'02-02-76,1-Aug-18,70814
3313,O'FALLON,17780,1,'01-06-71,1-Aug-18,91247
3313,O'FALLON,17835,1,'01-06-71,1-Aug-18,44867
3314,BETHESDA,15546,1,'02-02-76,1-Aug-18,23551
3314,BETHESDA,15814,1,'02-02-76,1-Aug-18,81114
3314,BETHESDA,16032,1,'02-02-76,1-Aug-18,6465
3316,CAMP HILL,15548,1,'02-08-05,1-Aug-18,50618
3316,CAMP HILL,15816,1,'02-08-05,1-Aug-18,7544
3317,CHICAGO-ASHLAND,17861,1,'01-03-26,1-Aug-18,13082
3317,CHICAGO-ASHLAND,17883,1,'01-03-26,1-Aug-18,18085
3318,YORK,15549,1,'02-08-05,1-Aug-18,46747
3318,YORK,15817,1,'02-08-05,1-Aug-18,51201
3320,KING OF PRUSSIA,15551,1,'02-08-17,1-Aug-18,1086
3321,CHICAGO-GARFIELD RIDGE,17986,1,'01-03-26,1-Aug-18,73651
3321,CHICAGO-GARFIELD RIDGE,18062,1,'01-03-26,1-Aug-18,97410
3322,MT HOLLY-COMMERCIAL,15552,1,'02-08-74,1-Aug-18,64843
3322,MT HOLLY-COMMERCIAL,15820,1,'02-08-74,1-Aug-18,2539
3323,HARRISBURG-WALNUT,15553,1,'02-08-05,1-Aug-18,33507
3323,HARRISBURG-WALNUT,15821,1,'02-08-05,1-Aug-18,83198
3324,FAIRFAX,15554,1,'02-02-76,1-Aug-18,69350
3324,FAIRFAX,15822,1,'02-02-76,1-Aug-18,42952
3324,FAIRFAX,16814,1,'02-02-76,1-Aug-18,35580
3325,MCLEAN,15555,1,'02-02-76,1-Aug-18,36414
3325,MCLEAN,15823,1,'02-02-76,1-Aug-18,87351
3326,WINSTON SALEM,15556,1,'03-01-13,1-Aug-18,45488
3326,WINSTON SALEM,15824,1,'03-01-13,1-Aug-18,44889
3327,LAUREL,15557,1,'02-02-76,1-Aug-18,78313
3327,LAUREL,16033,1,'02-02-76,1-Aug-18,23021
3328,GREENSBORO-SUMMIT AVE,15558,1,'03-01-13,1-Aug-18,31930
3328,GREENSBORO-SUMMIT AVE,15826,1,'03-01-13,1-Aug-18,20892
3331,EMBRY HILLS,15561,1,'03-02-02,1-Aug-18,31819
3331,EMBRY HILLS,15829,1,'03-02-02,1-Aug-18,15524
3332,BOWIE,15562,1,'02-02-76,1-Aug-18,17113
3332,BOWIE,15830,1,'02-02-76,1-Aug-18,80294
3333,HYBLA VALLEY-MT VERNON PLAZA,15563,1,'02-02-76,1-Aug-18,69898
3333,HYBLA VALLEY-MT VERNON PLAZA,15831,1,'02-02-76,1-Aug-18,35015
3333,HYBLA VALLEY-MT VERNON PLAZA,16140,1,'02-02-76,1-Aug-18,58095
3334,LANCASTER,15564,1,'02-08-05,1-Aug-18,66819
3334,LANCASTER,15832,1,'02-08-05,1-Aug-18,421
3335,ANNAPOLIS,15565,1,'02-02-33,1-Aug-18,28840
3335,ANNAPOLIS,15833,1,'02-02-33,1-Aug-18,25046
3336,GASTONIA-NEW HOPE,15566,1,'03-01-05,1-Aug-18,23260
3336,GASTONIA-NEW HOPE,15834,1,'03-01-05,1-Aug-18,58185
3337,ANNANDALE,15567,1,'02-02-76,1-Aug-18,98245
3337,ANNANDALE,15835,1,'02-02-76,1-Aug-18,960
3337,ANNANDALE,16869,1,'02-02-76,1-Aug-18,4002
3338,GAITHERSBURG,15568,1,'02-02-76,1-Aug-18,71935
3338,GAITHERSBURG,15836,1,'02-02-76,1-Aug-18,7799
3338,GAITHERSBURG,16174,1,'02-02-76,1-Aug-18,75700
3339,MIDLOTHIAN TURNPIKE,15569,1,'02-02-27,1-Aug-18,57973
3339,MIDLOTHIAN TURNPIKE,15837,1,'02-02-27,1-Aug-18,97277
3342,PALMYRA,15572,1,'02-08-05,1-Aug-18,41013
3342,PALMYRA,15840,1,'02-08-05,1-Aug-18,75855
3343,NORTHSIDE,15573,1,'03-02-02,1-Aug-18,6972
3343,NORTHSIDE,15841,1,'03-02-02,1-Aug-18,60848
3344,HAMPTON-ABERDEEN RD,15574,1,'02-02-40,1-Aug-18,69341
3344,HAMPTON-ABERDEEN RD,15842,1,'02-02-40,1-Aug-18,94043
3345,ARLANDRIA,15575,1,'02-02-76,1-Aug-18,5243
3345,ARLANDRIA,15843,1,'02-02-76,1-Aug-18,76741
3347,SPRINGFIELD PLAZA,15577,1,'02-02-76,1-Aug-18,36517
3347,SPRINGFIELD PLAZA,15845,1,'02-02-76,1-Aug-18,96082
3348,BALTIMORE-CENTRAL AVE,15578,1,'02-02-33,1-Aug-18,7151
3348,BALTIMORE-CENTRAL AVE,15846,1,'02-02-33,1-Aug-18,56035
3348,BALTIMORE-CENTRAL AVE,16034,1,'02-02-33,1-Aug-18,83783
3351,HOMELAND,15581,1,'02-02-33,1-Aug-18,84675
3351,HOMELAND,15849,1,'02-02-33,1-Aug-18,14269
3352,SCHAUMBURG-HOFFMAN ESTATES,18003,1,'01-03-26,1-Aug-18,4998
3352,SCHAUMBURG-HOFFMAN ESTATES,18044,1,'01-03-26,1-Aug-18,25674
3353,ELLICOTT CITY,15582,1,'02-02-33,1-Aug-18,17384
3353,ELLICOTT CITY,15850,1,'02-02-33,1-Aug-18,2668
3354,TOWSON,15583,1,'02-02-33,1-Aug-18,67213
3354,TOWSON,15851,1,'02-02-33,1-Aug-18,15015
3355,ST LOUIS-LADUE,18092,1,'01-06-71,1-Aug-18,59912
3356,WILMINGTON-COMMERCIAL,15584,1,'02-08-06,1-Aug-18,78085
3356,WILMINGTON-COMMERCIAL,15852,1,'02-08-06,1-Aug-18,37520
3357,WHITE MARSH,15585,1,'02-02-33,1-Aug-18,17262
3357,WHITE MARSH,15853,1,'02-02-33,1-Aug-18,25655
3358,BALTIMORE-EASTERN AVE,15586,1,'02-02-33,1-Aug-18,89905
3358,BALTIMORE-EASTERN AVE,15854,1,'02-02-33,1-Aug-18,4955
3359,COLESVILLE,15587,1,'02-02-76,1-Aug-18,26079
3359,COLESVILLE,15855,1,'02-02-76,1-Aug-18,69112
3360,WASHINGTON DC-14TH & CLIFTON,15588,1,'02-02-76,1-Aug-18,72675
3360,WASHINGTON DC-14TH & CLIFTON,15856,1,'02-02-76,1-Aug-18,45169
3360,WASHINGTON DC-14TH & CLIFTON,16035,1,'02-02-76,21-May-18,2491
3360,WASHINGTON DC-14TH & CLIFTON,16051,1,'02-02-76,1-Aug-18,73564
3360,WASHINGTON DC-14TH & CLIFTON,16052,1,'02-02-76,23-Jun-18,52434
3360,WASHINGTON DC-14TH & CLIFTON,16122,1,'02-02-76,1-Aug-18,61568
3360,WASHINGTON DC-14TH & CLIFTON,16123,1,'02-02-76,1-Aug-18,5399
3361,BALTIMORE-PIKESVILLE,15589,1,'02-02-33,1-Aug-18,91582
3361,BALTIMORE-PIKESVILLE,15857,1,'02-02-33,1-Aug-18,8116
3362,CLARKSVILLE,15590,1,'02-02-33,1-Aug-18,51154
3362,CLARKSVILLE,15858,1,'02-02-33,1-Aug-18,81327
3364,GLEN BURNIE,15592,1,'02-02-33,1-Aug-18,55342
3364,GLEN BURNIE,15860,1,'02-02-33,1-Aug-18,98467
3365,KENILWORTH,18202,1,'01-03-26,1-Aug-18,17238
3365,KENILWORTH,18230,1,'01-03-26,1-Aug-18,93578
3366,DUR-REISTERSTOWN,15593,1,'02-02-33,1-Aug-18,90800
3366,DUR-REISTERSTOWN,15861,1,'02-02-33,1-Aug-18,90934
3367,ABINGDON,15594,1,'02-02-33,1-Aug-18,76054
3367,ABINGDON,15862,1,'02-02-33,1-Aug-18,41059
3368,TIMONIUM,15595,1,'02-02-33,1-Aug-18,38135
3368,TIMONIUM,15863,1,'02-02-33,1-Aug-18,80493
3370,RALEIGH,15597,1,'03-01-04,1-Aug-18,34692
3370,RALEIGH,15865,1,'03-01-04,1-Aug-18,6568
3371,SMITHFIELD-SOUTH,15598,1,'03-01-04,1-Aug-18,55315
3371,SMITHFIELD-SOUTH,15866,1,'03-01-04,1-Aug-18,78870
3372,NORTH AURORA,18124,1,'01-03-26,1-Aug-18,49195
3372,NORTH AURORA,18168,1,'01-03-26,1-Aug-18,68895
3373,CAPITOL HILL,15599,1,'02-02-76,1-Aug-18,7843
3373,CAPITOL HILL,15867,1,'02-02-76,1-Aug-18,52972
3374,SPRINGFIELD COMMERCIAL,15600,1,'02-02-76,1-Aug-18,18002
3374,SPRINGFIELD COMMERCIAL,15868,1,'02-02-76,1-Aug-18,97223
3374,SPRINGFIELD COMMERCIAL,16036,1,'02-02-76,1-Aug-18,36075
3374,SPRINGFIELD COMMERCIAL,16227,1,'02-02-76,1-Aug-18,15728
3375,RICHMOND-W BROAD ST-COMMERCIAL,15601,1,'02-02-27,1-Aug-18,85538
3375,RICHMOND-W BROAD ST-COMMERCIAL,15869,1,'02-02-27,1-Aug-18,64494
3375,RICHMOND-W BROAD ST-COMMERCIAL,16037,1,'02-02-27,1-Aug-18,95244
3375,RICHMOND-W BROAD ST-COMMERCIAL,16102,1,'02-02-27,1-Aug-18,97895
3376,CHARLOTTESVILLE,15602,1,'02-02-26,1-Aug-18,15871
3376,CHARLOTTESVILLE,15870,1,'02-02-26,1-Aug-18,69921
3377,CHIPPENHAM MALL,15603,1,'02-02-27,1-Aug-18,83075
3377,CHIPPENHAM MALL,15871,1,'02-02-27,1-Aug-18,30004
3378,RICHMOND-TUCKAHOE VILLAGE,15604,1,'02-02-27,1-Aug-18,11967
3378,RICHMOND-TUCKAHOE VILLAGE,15872,1,'02-02-27,1-Aug-18,12182
3379,MECHANICSVILLE,15605,1,'02-02-27,1-Aug-18,22508
3379,MECHANICSVILLE,15873,1,'02-02-27,1-Aug-18,16355
3380,MINOT,11337,1,'01-08-34,1-Aug-18,18690
3380,MINOT,15511,1,'01-08-34,1-Aug-18,36714
3381,OLNEY,15606,1,'02-02-76,1-Aug-18,56728
3381,OLNEY,15874,1,'02-02-76,1-Aug-18,81688
3382,RICHMOND-COX ROAD,15607,1,'02-02-27,1-Aug-18,72673
3382,RICHMOND-COX ROAD,15875,1,'02-02-27,1-Aug-18,70936
3383,BURKE,15608,1,'02-02-76,1-Aug-18,6521
3383,BURKE,15876,1,'02-02-76,1-Aug-18,84729
3384,CHANTILLY,15609,1,'02-02-76,1-Aug-18,16445
3384,CHANTILLY,15797,1,'02-02-76,1-Aug-18,98891
3384,CHANTILLY,15877,1,'02-02-76,1-Aug-18,62988
3384,CHANTILLY,16038,1,'02-02-76,1-Aug-18,47342
3385,HERNDON,15610,1,'02-02-76,1-Aug-18,28158
3385,HERNDON,15799,1,'02-02-76,1-Aug-18,46771
3385,HERNDON,15800,1,'02-02-76,1-Aug-18,93597
3387,DURHAM-RESEARCH TRIANGLE PARK,15612,1,'03-01-04,1-Aug-18,74497
3387,DURHAM-RESEARCH TRIANGLE PARK,15880,1,'03-01-04,1-Aug-18,78327
3388,LOMBARD,18125,1,'01-03-26,1-Aug-18,40696
3388,LOMBARD,18149,1,'01-03-26,1-Aug-18,6085
3389,WASHINGTON DC-CONNECTICUT AVE,15613,1,'02-02-76,1-Aug-18,94782
3389,WASHINGTON DC-CONNECTICUT AVE,15881,1,'02-02-76,1-Aug-18,74209
3389,WASHINGTON DC-CONNECTICUT AVE,18220,1,'02-02-76,1-Aug-18,2489
3390,ROCKVILLE,15614,1,'02-02-76,1-Aug-18,62845
3390,ROCKVILLE,15882,1,'02-02-76,1-Aug-18,87951
3390,ROCKVILLE,16040,1,'02-02-76,1-Aug-18,81438
3391,HAGERSTOWN,15615,1,'02-02-76,1-Aug-18,76982
3391,HAGERSTOWN,15883,1,'02-02-76,1-Aug-18,22873
3392,CHICAGO-HYDE PARK,18371,1,'01-03-26,1-Aug-18,38476
3392,CHICAGO-HYDE PARK,18392,1,'01-03-26,1-Aug-18,41773
3393,EAST FREDERICK,15616,1,'02-02-76,1-Aug-18,33353
3393,EAST FREDERICK,17745,1,'02-02-76,1-Aug-18,52333
3394,DAMASCUS,15617,1,'02-02-76,1-Aug-18,5557
3394,DAMASCUS,15885,1,'02-02-76,1-Aug-18,69838
3396,NORTHBROOK,18243,1,'01-03-26,1-Aug-18,5815
3396,NORTHBROOK,18296,1,'01-03-26,1-Aug-18,58259
3397,LISLE,18272,1,'01-03-26,1-Aug-18,24674
3397,LISLE,18297,1,'01-03-26,1-Aug-18,46120
3398,NEW LENOX,18383,1,'01-03-26,1-Aug-18,43125
3398,NEW LENOX,18498,1,'01-03-26,1-Aug-18,60851
3399,CHICAGO-IRVING PARK,18642,1,'01-03-26,1-Aug-18,97443
3399,CHICAGO-IRVING PARK,18737,1,'01-03-26,1-Aug-18,70869
3400,FOX RIVER GROVE,18324,1,'01-03-26,1-Aug-18,69736
3400,FOX RIVER GROVE,18337,1,'01-03-26,1-Aug-18,36000
3402,SIOUX FALLS-WEST,16867,1,'01-08-34,1-Aug-18,97687
3402,SIOUX FALLS-WEST,16916,1,'01-08-34,1-Aug-18,28133
3403,LOCKPORT,17829,1,'01-03-26,1-Aug-18,49349
3403,LOCKPORT,17863,1,'01-03-26,1-Aug-18,12775
3404,ST PAUL-THE SUMMIT,17824,1,'01-08-16,1-Aug-18,77218
3404,ST PAUL-THE SUMMIT,17951,1,'01-08-16,1-Aug-18,8875
3405,CHICAGO-LOGAN SQUARE,16868,1,'01-03-26,1-Aug-18,50890
3405,CHICAGO-LOGAN SQUARE,16917,1,'01-03-26,1-Aug-18,72147
3406,PEORIA F/C CTR,17740,1,'01-08-49,1-Aug-18,95200
3407,CODY,17978,1,'01-02-72,1-Aug-18,45532
3407,CODY,17998,1,'01-02-72,1-Aug-18,81519
3408,ARLINGTON HEIGHTS,18348,1,'01-03-26,1-Aug-18,79544
3408,ARLINGTON HEIGHTS,18413,1,'01-03-26,1-Aug-18,43096
3409,OSWEGO-WEST,17171,1,'01-03-26,1-Aug-18,15966
3409,OSWEGO-WEST,17185,1,'01-03-26,1-Aug-18,38836
3410,NILES,18366,1,'01-03-26,1-Aug-18,52683
3410,NILES,18510,1,'01-03-26,1-Aug-18,47777
3411,EAGAN-TOWN CENTER DR,18419,1,'01-08-16,1-Aug-18,49934
3411,EAGAN-TOWN CENTER DR,18548,1,'01-08-16,1-Aug-18,40152
3412,WAUKESHA-NORTH,18459,1,'01-03-20,1-Aug-18,35541
3412,WAUKESHA-NORTH,18501,1,'01-03-20,1-Aug-18,70323
3413,KANSAS CITY-BLUE RIDGE,17380,1,'04-08-08,1-Aug-18,23132
3413,KANSAS CITY-BLUE RIDGE,17513,1,'04-08-08,1-Aug-18,29366
3414,SIOUX FALLS-EAST,18583,1,'01-08-34,1-Aug-18,1136
3414,SIOUX FALLS-EAST,18701,1,'01-08-34,1-Aug-18,12586
3415,BAYSIDE,18643,1,'01-03-20,1-Aug-18,89893
3415,BAYSIDE,18731,1,'01-03-20,1-Aug-18,76307
3416,MORTON,18644,1,'01-03-11,1-Aug-18,90824
3416,MORTON,18736,1,'01-03-11,1-Aug-18,75795
3417,WOOD DALE,18468,1,'01-03-26,1-Aug-18,15643
3417,WOOD DALE,18511,1,'01-03-26,1-Aug-18,93910
3418,CHICAGO-WEST LAKEVIEW,18625,1,'01-03-26,1-Aug-18,28799
3418,CHICAGO-WEST LAKEVIEW,18661,1,'01-03-26,1-Aug-18,18647
3419,EAST PEORIA,18672,1,'01-03-11,1-Aug-18,70223
3419,EAST PEORIA,19399,1,'01-03-11,1-Aug-18,52295
3420,BARTLETT,18584,1,'01-03-26,1-Aug-18,67168
3420,BARTLETT,18683,1,'01-03-26,1-Aug-18,73992
3421,WILLISTON-COMMERCIAL,19583,1,'01-08-34,1-Aug-18,62533
3421,WILLISTON-COMMERCIAL,19619,1,'01-08-34,1-Aug-18,46652
3422,POTTSTOWN,15720,1,'02-08-17,1-Aug-18,29658
3422,POTTSTOWN,15887,1,'02-08-17,1-Aug-18,19995
3423,MINNETONKA,18704,1,'01-08-16,1-Aug-18,65984
3423,MINNETONKA,18735,1,'01-08-16,1-Aug-18,2650
3424,ROMEOVILLE,18645,1,'01-03-26,1-Aug-18,54348
3424,ROMEOVILLE,19461,1,'01-03-26,1-Aug-18,9095
3425,LIBERTYVILLE,18646,1,'01-03-26,1-Aug-18,88997
3425,LIBERTYVILLE,18728,1,'01-03-26,1-Aug-18,41034
3426,WOODSTOCK-DOWNTOWN,15641,1,'03-02-02,1-Aug-18,94312
3426,WOODSTOCK-DOWNTOWN,15888,1,'03-02-02,1-Aug-18,51780
3427,LAKE BLUFF,19391,1,'01-03-26,1-Aug-18,49975
3427,LAKE BLUFF,19512,1,'01-03-26,1-Aug-18,10010
3428,ANTIOCH,19507,1,'01-03-26,1-Aug-18,36460
3428,ANTIOCH,19604,1,'01-03-26,1-Aug-18,1469
3429,BILLINGS,11350,1,'01-02-31,1-Aug-18,9429
3429,BILLINGS,11847,1,'01-02-31,1-Aug-18,40932
3430,HOMER GLEN,18544,1,'01-03-26,1-Aug-18,94851
3430,HOMER GLEN,18549,1,'01-03-26,1-Aug-18,7860
3431,WESTCHESTER,19384,1,'01-03-26,1-Aug-18,23066
3431,WESTCHESTER,19610,1,'01-03-26,1-Aug-18,79892
3434,MARINETTE-INDUSTRIAL,19055,1,'01-03-10,1-Aug-18,73315
3435,NAPERVILLE-NORTH,19627,1,'01-03-26,1-Aug-18,81033
